gamma,k,fingerprint_length,n_recipients,sk,id,code,embedding_ratio,recipient_id,accuracy,marital-status-relationship,marital-status-sex,relationship-sex,income-relationship,education-education-num,age-marital-status,education-num-occupation,age-relationship,age-sex
2,300,128,20,100,0,tardos,0.5,0,0.0188118710522813,0.0199178818185737,0.0033469179439977,0.0183469297585728,0.0595070384320896,0.00108641701987,0.0531907601071515,0.010132127171368,0.087056121438532,0.010990167594703728
2,300,128,20,100,1,tardos,0.5,1,0.0188343928831014,0.0194625535626905,0.0025071517782123,0.0177183296132848,0.0574742680675508,0.0012088887169155,0.0532384963713237,0.0097267421648838,0.0862394632539878,0.07615055859811226
2,300,128,20,100,2,tardos,0.5,2,0.0188569147139215,0.0193937392477615,0.0062195920110251,0.0185268307834968,0.0631879947387322,0.0017998649883135,0.0519975992294669,0.0110824961433071,0.085116589406121,0.057409218817492516
2,300,128,20,100,3,tardos,0.5,3,0.0189326699630437,0.0201318700395534,0.0053686564435561,0.0172811950372518,0.057922194322754,0.00108641701987,0.0533521214406891,0.0089605415988134,0.0814625989642426,0.06609571001763372
2,300,128,20,100,4,tardos,0.5,4,0.0188691993489143,0.0199792191734308,0.0048222292543697,0.0193252970926933,0.0566387578180615,0.0011225596350084,0.0552697843438722,0.0107188526653558,0.0813249185518714,0.0516347150921409
2,300,128,20,100,5,tardos,0.5,5,0.0188569147139215,0.019528144481181,0.0028038639172419,0.0193268471687021,0.0574139545257863,0.0011728267047677,0.0543710086788533,0.0103131990573333,0.0862352631547308,0.06969736024045159
2,300,128,20,100,6,tardos,0.5,6,0.0187606850731447,0.0193388465199923,0.0038161823590796,0.0178691559116149,0.0594765369841682,0.0010818736128309,0.0550022494465831,0.0079465646772978,0.0851909029377184,0.045067356877319095
2,300,128,20,100,7,tardos,0.5,7,0.0188036812956195,0.0199813586349413,0.0064241608272981,0.0196103223106664,0.0584050976285785,0.0011363713393546,0.0519099442427237,0.0119383934136111,0.082210879586578,0.06414366587805025
2,300,128,20,100,8,tardos,0.5,8,0.0188917211797344,0.0195670799430174,0.0047346094335981,0.0180642507571966,0.056609692609398,0.0010635921639853,0.0521875536721897,0.0107446047180045,0.0849892758049796,0.07126763461624042
2,300,128,20,100,9,tardos,0.5,9,0.018858962153087,0.0199287404609268,0.0070897554183995,0.0175821825965357,0.0574859398078042,0.001081873612831,0.0561978830010391,0.0101351601404979,0.0860921420771418,0.060179976989361464
2,300,128,20,100,10,tardos,0.5,10,0.018858962153087,0.0189637347601533,0.0064780709119581,0.0183303005240921,0.0561338882464127,0.0018182876616386,0.0514803830151467,0.010359504588242,0.0812011036032024,0.06477560130948978
2,300,128,20,100,11,tardos,0.5,11,0.0189265276455473,0.020083085596485,0.0063594505573005,0.020541146234892,0.0559756665230152,0.0019431100839473,0.0578056940898145,0.009315502329717,0.0883865913922563,0.0741344947646746
2,300,128,20,100,12,tardos,0.5,12,0.0188384877614323,0.0192577493797393,0.005985785512592,0.0180477327788326,0.0544954494078087,0.0010592376896361,0.0521194110258543,0.0084203077586646,0.0821513833142275,0.0930181344551454
2,300,128,20,100,13,tardos,0.5,13,0.0188466775180942,0.0200694651190158,0.0066889780108501,0.0190659356151697,0.0580830154794649,0.00108641701987,0.0482764352134778,0.0097037355430853,0.0817391637126056,0.06572845398523973
2,300,128,20,100,14,tardos,0.5,14,0.0188630570314179,0.0203753039168418,0.0052203623572696,0.0176994116594863,0.0595010583986039,0.0010820609385741,0.0490363172789925,0.0111725430507079,0.0847506649543346,0.07426115573534205
2,300,128,20,100,15,tardos,0.5,15,0.0188302980047705,0.0197059302253155,0.0031487224678485,0.0182955576623526,0.0597671783319259,0.0019879788584486,0.0518933211926338,0.0083976459124845,0.0856802439649412,0.04819287341271051
2,300,128,20,100,16,tardos,0.5,16,0.0189244802063818,0.0199702886487273,0.0032954680891694,0.0168501562182105,0.0588770399563075,0.0010820609385741,0.0527403194100069,0.0072632748969492,0.0893886876507828,0.04397546063205508
2,300,128,20,100,17,tardos,0.5,17,0.0189019583755617,0.0198444517210433,0.0065802522071486,0.0191102015766853,0.0558296608102813,0.0010820609385741,0.0553853468492211,0.010347810496912,0.0827555258459739,0.07347328633908505
2,300,128,20,100,18,tardos,0.5,18,0.0187422581206555,0.019917414282727,0.0051236402941293,0.0172192626762276,0.056784054124601,0.0011815105656574,0.0534217003740907,0.010133751854953,0.0812078772276242,0.04503561404035035
2,300,128,20,100,19,tardos,0.5,19,0.0188651044705834,0.0193211589186907,0.0032077728768826,0.0186159764010469,0.0542602139093461,0.0010124356208423,0.0523736823747093,0.0094801054984382,0.0781353298405792,0.02111670742776836
2,300,128,20,101,0,tardos,0.5,0,0.0187340683639937,0.0194371141396546,0.0054940560272754,0.0169303773189408,0.0513001963034128,0.0009522060884309,0.0574741230360699,0.0078757853005018,0.0744657961972845,0.024210670456055915
2,300,128,20,102,0,tardos,0.5,0,0.018828250565605,0.0220743206372844,0.0022373348756229,0.0204198449070554,0.0612593274495357,0.0020380726621337,0.0421176549414194,0.008259787870347,0.0802026428034978,0.08507286531502865
2,300,128,20,103,0,tardos,0.5,0,0.019225453763705,0.017935075974434,0.006350836397026,0.0154453189307454,0.0619247773854707,0.0019917255178264,0.0555979851151923,0.0104791229918478,0.0784644914588632,0.01957092285403337
2,300,128,20,104,0,tardos,0.5,0,0.0189613341113602,0.0213688728105975,0.0042151796573695,0.0181595018827988,0.056212146974528,0.0019292112483069,0.0591054319805517,0.0006329096122127,0.0667902886330484,0.0011336687794360877
2,300,128,20,105,0,tardos,0.5,0,0.0189715713071875,0.0202979962244132,0.0016761734284012,0.0176316866414158,0.0543670433787372,0.0011227250466746,0.0501451299214885,0.0171617713040668,0.0634129759507608,0.030170652078898977
2,300,128,20,106,0,tardos,0.5,0,0.0190022828946694,0.0198528935823241,0.0062681326318098,0.0199945427613914,0.0492074803833415,0.0001938439489476,0.0613184840130972,0.0105567856095335,0.078752160531891,0.06575764632067148
2,300,128,20,107,0,tardos,0.5,0,0.0186235066490586,0.0204465445409259,0.0073305189250674,0.0193830559969219,0.0542382112961373,0.000248404760481,0.0386093576679599,0.0119453878233595,0.0690082274260588,0.05198605431947133
2,300,128,20,108,0,tardos,0.5,0,0.0189859033813457,0.0214636646907753,0.0036141255467269,0.0182814928887849,0.0564281879771278,0.000915822959976,0.0488637860574076,0.0071698901328331,0.0694961668063751,0.0895722648660124
2,300,128,20,109,0,tardos,0.5,0,0.018885578862238,0.0188772007983906,0.001439606626033,0.0189167939580284,0.0535410517183353,0.0009158624266103,0.0562100317283491,0.012509484475719,0.0680706778061967,0.1402114939025637
2,300,256,20,100,0,tardos,0.5,0,0.0187770645864684,0.019205195089977,0.0008609532135888,0.0166163481781068,0.0546465975762219,0.0009291163208396,0.0499929641564161,0.009062731556599,0.083737912536242,0.04652977856357188
2,300,256,20,101,0,tardos,0.5,0,0.0187811594647994,0.019129924995169,0.0053415931316864,0.0163940500891971,0.0494820158557249,0.0016344730355469,0.0608594190112997,0.0083791855721445,0.074849079135661,0.04875760130050984
2,300,256,20,102,0,tardos,0.5,0,0.0189899982596767,0.0208530390151906,0.0028479911767676,0.0187075380237292,0.0588199435430067,0.0021998921281732,0.0447350513461151,0.0067855154232805,0.0802745123483141,0.0639965536970758
2,300,256,20,103,0,tardos,0.5,0,0.0192070268112158,0.0174883479017898,0.0041882226633918,0.0162387735138937,0.0548863926428612,0.0024670607739437,0.0537107446330642,0.0107806865073557,0.0817998748083488,0.007548164098733298
2,300,256,20,104,0,tardos,0.5,0,0.0188794365447416,0.0215339704532223,0.0033315842085684,0.0182524573562862,0.0578488943397869,0.0011820673110302,0.0513475871010632,0.0059636700341759,0.0746075064404077,0.037085507766198636
2,300,256,20,105,0,tardos,0.5,0,0.0190718958262952,0.0212698434107178,0.0032712613204962,0.0166594742839872,0.0602289374342748,0.0011132543107148,0.050092217000573,0.0168236102854275,0.0697113694661007,0.0369571194353879
2,300,256,20,106,0,tardos,0.5,0,0.0187545427556483,0.0181257918817864,0.005255807534435,0.0218679369762886,0.0590115635798701,0.0002162495921933,0.0590359109393678,0.0101449701307536,0.071275850683774,0.05887434118538122
2,300,256,20,107,0,tardos,0.5,0,0.0187893492214612,0.021701069617772,0.0067012876108815,0.0201276923555759,0.0505784369804805,0.0002342272210008,0.0389906856326805,0.0081190450900046,0.0677411398995215,0.045807806955711294
2,300,256,20,108,0,tardos,0.5,0,0.0191906472978921,0.021894229656661,0.0025971113642767,0.0186927334282218,0.0564650001811966,0.0007577669209492,0.0497108411971443,0.012733033463726,0.0733496307717089,0.07737539399289296
2,300,256,20,109,0,tardos,0.5,0,0.0189367648413746,0.0189445810826618,0.0030416487058693,0.0201192114443452,0.0578162673492097,0.0009158624266103,0.0519504633120156,0.0103047639183376,0.0703279927196551,0.128379034598646
2,300,512,20,100,0,tardos,0.5,0,0.0187217837290009,0.0179460899555531,0.0019032320106188,0.0164246088628363,0.0534486972758507,0.0009337438307858,0.0501761185168491,0.0093196337679354,0.075798624160359,0.0461404529326004
2,300,512,20,101,0,tardos,0.5,0,0.0188364403222669,0.0197627597773814,0.0030666932251823,0.0172905657319705,0.0517757490128837,0.0016620968721415,0.0600833547110146,0.0100832298397481,0.0751195566977626,0.07115003630162373
2,300,512,20,102,0,tardos,0.5,0,0.0189818085030148,0.0209373588518995,0.0015121239216164,0.0191255908336919,0.0574073782342754,0.0018970486206524,0.0502125912483942,0.0079257361542831,0.0775184711064363,0.0908850493829959
2,300,512,20,103,0,tardos,0.5,0,0.0190985125354462,0.0174872270690292,0.0024516691168408,0.0160230690672348,0.0547088357097758,0.0015776713494844,0.0545351053210222,0.0088826238501491,0.0838488087621345,0.0008362197032440767
2,300,512,20,104,0,tardos,0.5,0,0.0190370893604823,0.0219753004069738,0.0011439059332624,0.0191709614595536,0.0587936184856297,0.0010083806370446,0.0513519125348355,0.0057506303279486,0.0756857992087845,0.040426887258693193
2,300,512,20,105,0,tardos,0.5,0,0.0189879508205112,0.0218731465227685,0.0019841654983235,0.0189016618301674,0.0536207244222027,0.0011500442121207,0.0509981483007042,0.0167691266180011,0.0736149801557282,0.0389836106564097
2,300,512,20,106,0,tardos,0.5,0,0.0187258786073318,0.0176083861666087,0.003797259136487,0.0216746646065167,0.0577251482525585,0.0001977779610109,0.058830466734087,0.0090984950203912,0.0676812777921331,0.025007962536109714
2,300,512,20,107,0,tardos,0.5,0,0.0188159659306122,0.0200432056327615,0.0039351666664609,0.0210798974251185,0.0490580300671616,0.0011349202604697,0.0415823254380548,0.0093610452467684,0.0696545864844105,0.0779833833350576
2,300,512,20,108,0,tardos,0.5,0,0.0189777136246839,0.0221905737435093,0.0007287615803223,0.0187785918509533,0.058096603653328,0.0008036513363852,0.0498971529712698,0.0084130271091979,0.070642365558757,0.1038936277373477
2,300,512,20,109,0,tardos,0.5,0,0.0189654289896911,0.0200742676349546,0.0040078604742322,0.0195399657107268,0.0665480217596256,0.0008563827354884,0.0562958421393678,0.0150223370167598,0.0775564883079862,0.09206806656853905
2,450,128,20,100,0,tardos,0.5,0,0.0193646796269565,0.0207741427016862,0.00603120155205,0.0222211015839561,0.0615530794122686,0.0123229214752344,0.054410745210486,0.0127098935873471,0.0888498708419986,0.05275325900672847
2,450,128,20,101,0,tardos,0.5,0,0.0192786871820071,0.0223135161256225,0.00688188794837,0.0193048915266033,0.056536210359673,0.0087927605087752,0.0601791870725626,0.0134731437106563,0.0802061315707995,0.05806656134437218
2,450,128,20,102,0,tardos,0.5,0,0.0193790117011148,0.0238364183101652,0.0066277356133513,0.0234593250977066,0.0638353238083992,0.0087614465418454,0.0487434349534126,0.0131262602207631,0.083514941839209,0.11279917965387043
2,450,128,20,103,0,tardos,0.5,0,0.0197762148992148,0.0196645787645996,0.0089155091601689,0.0177255477074986,0.0640402408614151,0.0082182343545747,0.0584387813925994,0.0153581033440489,0.0788990536392757,0.0552606507985237
2,450,128,20,104,0,tardos,0.5,0,0.0195120952468699,0.0223337492737242,0.0090887676202006,0.0226049106439927,0.0591070661071364,0.011867305864065,0.0629576675157741,0.0031504439614559,0.0711254035013923,0.03562335916797562
2,450,128,20,105,0,tardos,0.5,0,0.0194609092677333,0.0197327702256888,0.0008446173675199,0.020604415435076,0.0564674771451281,0.0092681012470291,0.0489308339498604,0.0188604674538894,0.0652772521859975,0.06678853918710066
2,450,128,20,106,0,tardos,0.5,0,0.0194916208552153,0.0212256654280541,0.0086815476875172,0.0224581150101114,0.0527229576184181,0.0069292544040876,0.0611469563660589,0.0126259194863622,0.0851352999872331,0.09578727862385214
2,450,128,20,107,0,tardos,0.5,0,0.0191885998587266,0.0213512575465915,0.0097660911637499,0.0235479515417675,0.0565925986486016,0.007861431890127,0.0450175801818668,0.0140268169894667,0.0707805953512964,0.09560491126479503
2,450,128,20,108,0,tardos,0.5,0,0.0195018580510426,0.0230051675486125,0.0072833405848176,0.0222588714386057,0.0595935296219827,0.0080097774821817,0.0528564221579451,0.0101628170402371,0.0713042982671714,0.12800155181333803
2,450,128,20,109,0,tardos,0.5,0,0.0193749168227839,0.0203263920837579,0.002501850536472,0.0221497105183734,0.0585561247613223,0.0120254774770431,0.0573543293368202,0.0136982702527997,0.0739311535206254,0.16162026622642858
2,450,256,20,100,0,tardos,0.5,0,0.0193462526744674,0.0201816007378374,0.0040822597297212,0.0203659920982392,0.0574385866215208,0.0101953159355691,0.0516866615507709,0.0119002674893953,0.0872957183254686,0.09545367869886108
2,450,256,20,101,0,tardos,0.5,0,0.0193462526744674,0.0211126387982232,0.0066508456409677,0.0196615124315724,0.0554237003213774,0.0080801604663366,0.0625062975372745,0.0122068309148337,0.0788198333794947,0.06953738494163614
2,450,256,20,102,0,tardos,0.5,0,0.0195632812260065,0.0221871814974024,0.0060923724892763,0.0214256321006458,0.0626596126997062,0.0086749341023384,0.0525050070603329,0.011500790528459,0.082845322831776,0.08784152670038514
2,450,256,20,103,0,tardos,0.5,0,0.0197352661159055,0.0191711718305096,0.0074285898601003,0.0202382708614852,0.0571144234769827,0.0094711196121622,0.0574435790981813,0.016694861731506,0.0832919935816212,0.03385895088403471
2,450,256,20,104,0,tardos,0.5,0,0.0194629567068988,0.0227546214568484,0.0077779834857217,0.0224349384788211,0.0611053321583677,0.0113648987664866,0.0563366541328873,0.0071487472923288,0.0728829038956632,0.07474800843572822
2,450,256,20,105,0,tardos,0.5,0,0.0195182375643663,0.021200664429555,0.0048218910625427,0.0190796171144401,0.0618569154628311,0.0094006059332977,0.0495902282817704,0.0189216451286988,0.0706667066329708,0.0657204406093569
2,450,256,20,106,0,tardos,0.5,0,0.019256165351187,0.0194617480891418,0.0076646342036535,0.0245723104478582,0.0601795836610903,0.0060018185292617,0.0585345083780683,0.0110373012979137,0.0789273975006544,0.09646931923640398
2,450,256,20,107,0,tardos,0.5,0,0.0192909718169998,0.0228385848287793,0.0080414886672356,0.0235773779329396,0.053844848835401,0.0074433858487676,0.0431446567798068,0.0123396652404327,0.0717977703647459,0.07581494601381968
2,450,256,20,108,0,tardos,0.5,0,0.0197250289200782,0.0233818088286759,0.0059102192872237,0.0215573773914839,0.0595224727279462,0.0097523551899233,0.0539827876109866,0.0166825689620554,0.0689212563096869,0.10818935956026766
2,450,256,20,109,0,tardos,0.5,0,0.019397438653604,0.02026064507398,0.0039517741237961,0.0226032302584973,0.0626152857329529,0.0109834280167268,0.0551588350241948,0.0120456150567602,0.0739746442261662,0.14576548051467192
2,450,512,20,100,0,tardos,0.5,0,0.0192377383986978,0.0193185819856606,0.0057212130115456,0.0204529024021528,0.0561987843517499,0.0110507771625507,0.0510999103526182,0.0109816364358879,0.0788577977650035,0.09389421389087275
2,450,512,20,101,0,tardos,0.5,0,0.0193708219444529,0.0214047499296656,0.004498500250308,0.0204210556267975,0.0576019110053574,0.007556959773394,0.0614736635761603,0.0135684703814976,0.0810164958898006,0.09012326511940774
2,450,512,20,102,0,tardos,0.5,0,0.0195550914693447,0.0214864829343243,0.0046798471727995,0.0223263690404809,0.0632213165953682,0.0088394440537522,0.0540575595186253,0.0112197255599509,0.0807506291308121,0.113146357456741
2,450,512,20,103,0,tardos,0.5,0,0.0196595108667833,0.0197423285939347,0.0057999793647177,0.0187651780378983,0.0566896076791968,0.0073038190982054,0.0613696319824946,0.0153786260614593,0.0846674924719212,0.03085093698927697
2,450,512,20,104,0,tardos,0.5,0,0.0196062774484813,0.0227803643981821,0.0067172712089002,0.0234883249541196,0.0626542638139442,0.009829313355228,0.0560862261630522,0.007360226471167,0.0755950946412857,0.0682804281459804
2,450,512,20,105,0,tardos,0.5,0,0.0195264273210282,0.0213375276198968,0.0030122329485454,0.0219963483846015,0.0551431615360267,0.0106134735864586,0.0507944935848675,0.0200269359973554,0.0769901222672849,0.05774431026185611
2,450,512,20,106,0,tardos,0.5,0,0.0192111216895468,0.018446347838906,0.00795661620419,0.0250481731317378,0.0598587681029079,0.0061115029604064,0.0603425658551661,0.0122875854448006,0.0743238055208206,0.06416145543763778
2,450,512,20,107,0,tardos,0.5,0,0.0193053038911581,0.0213535350206424,0.0062657299328058,0.0241809540503051,0.0522837875424272,0.0081449312574625,0.0471738044006245,0.0155669078828707,0.0725974278131815,0.11418426450707639
2,450,512,20,108,0,tardos,0.5,0,0.0195550914693447,0.0235043667295548,0.0058912857786223,0.021706432670659,0.061034501761432,0.0078300845455618,0.0527426897792083,0.0141194033016914,0.0676261742247836,0.13790623144362926
2,450,512,20,109,0,tardos,0.5,0,0.019397438653604,0.0213019210308887,0.005135003355497,0.0206550095481042,0.0699026525587546,0.011608814721412,0.0570612702847685,0.0170821554441388,0.0814236444454239,0.12697698015557393
4,300,128,20,100,0,tardos,0.25,0,0.0093322277161839,0.0096683622636017,0.0016171983005598,0.0091426516535696,0.0263074665947317,0.0008930614602578,0.0265538521028653,0.0060411704431324,0.0433393541547328,0.0238740030020733
4,300,128,20,101,0,tardos,0.25,0,0.0096147743210179,0.0110683480906636,0.0014696252413862,0.010264360763026,0.0275856648646893,0.0008565223424543,0.0265953393934834,0.0047812930597781,0.0429080407963302,0.02473963266618605
4,300,128,20,102,0,tardos,0.25,0,0.0094980702885865,0.0127498538720785,0.0018815583595892,0.0111216768297898,0.031594694002909,0.000958298611455,0.0249017258206191,0.0015265973847335,0.0435358647557211,0.04704173619966693
4,300,128,20,103,0,tardos,0.25,0,0.0097212411576221,0.0093979198348081,0.0044419618060391,0.0086865207859595,0.0313537688479561,0.0010454404779706,0.0261045672366032,0.0044384705700251,0.0411164882895155,0.023029336272481795
4,300,128,20,104,0,tardos,0.25,0,0.0093567969861695,0.0121045931380368,0.0038225790508403,0.0099449048104475,0.0258927677463907,0.0002121031356605,0.0290851784985035,0.0006033801954732,0.0327912307880794,0.004720680811725157
4,450,128,20,100,0,tardos,0.25,0,0.0096495807868308,0.0114313205340874,0.0018242960831714,0.0105538236974579,0.0282587246816913,0.0096994554228347,0.0261148929353663,0.0072071623094796,0.04352638333575,0.048066438319441115
8,300,128,20,100,0,tardos,0.125,0,0.0046640664189265,0.0054462674860362,0.0006078992636636,0.0043668799778902,0.0132405789549588,8.788330819952903e-05,0.0127191775831071,0.0044137000123099,0.0211769200552753,0.033139700279830264
8,450,128,20,100,0,tardos,0.125,0,0.0047991974038471,0.0059927307879356,0.0017815343514134,0.0051485354129761,0.0136374395994332,0.0047250433175304,0.0118016322129949,0.0051626708384121,0.0190426731351492,0.038586818077909556
16,300,128,20,100,0,tardos,0.0625,0,0.0023381755269596,0.0027190709062233,0.001252662537553,0.0024248046426654,0.0059581291872167,4.169665277242564e-05,0.005809114351071,0.0023708395445438,0.0088090528703515,0.009334489263372542
16,450,128,20,100,0,tardos,0.0625,0,0.0024057410194199,0.0033917072095019,0.0024769114726322,0.0028038299514175,0.0061306471232381,0.0016073190678334,0.0054687178024403,0.0030807139610675,0.0080932415931769,0.009284313936931235
32,300,128,20,100,0,tardos,0.03125,0,0.001130186419336,0.0012033166944197,0.0008980295074535,0.0014570630734024,0.0033079155361148,4.169665277242564e-05,0.0028592217798592,0.0014914623241013,0.0042079754282146,0.009746812731733962
32,450,128,20,100,0,tardos,0.03125,0,0.0011629454459834,0.0018215193525095,0.0017680462866164,0.0015652869609015,0.0031140901231205,4.628676067097544e-05,0.0028818000454164,0.001658861203391,0.0043204033691936,0.009302353005313074
